Id,Text,Trinary,Source
3181,Screw Unni..that witch!,0,
3182,why is there morse code transitions still on todays modern radio? i dont get it d:,0,
3183,lolz,0,
3184,Thank you so much for all the videos! I laughed so hard my stomach hurts. I really REALLY miss this show. Great job and thanks again!!!,1,
3185,"""I took a test on facebook, to see what my theme tune was, and this is it""",0,
3186,"""Am I the only one here who feels reminiscent about their childhood when they see this game? lol, good times.""",1,
3187,nice song. CARL,1,
3188,That's awesome! What does it look like?,1,
3189,It doesn't look jerky it looks more like loads of screen shots,1,
3190,2:45 awsome,0,
3191,"""@hathatihat I have indeed been """"leaving"""" under a rock. Thanks for pointing that out.""",1,
3192,hoygan donde puedo grabar esta cancion,-1,
3193,awesomeness....thanks for sharing,1,
3194,yea i know but that package only comes with on LE model and only XLE and limited nav,0,
3195,Magni... I'm a libertarian and you're just inventing shit as you go. You ignore facts and instead of making rational discussion simply edit reality so that you can keep believing what you need... there's no meds to fix what's wrong with you... may I suggest you kill yourself at once.,-1,
3196,wel wil win in any conditions,0,
3197,damn near went deaf at this show,-1,
3198,it looks so goodd!,1,
3199,this is amazing. you've really inspired me to become a pastor and help people.,1,
3200,Presente!!!!,0,
3201,"""I know what you mean. Ever since I first saw this video on mtv I've been hooked on Michelle's music. Memories of East Texas really gets me. Why? Once drove from Indiana to visit friends in Austin and stopped in Gilmer for lunch on the square. Drove to Gladewater too, but it took me more than 15 minutes.""",1,
3202,good for you.. And riding without a helmet really shows your intelligence level..,1,
3203,"""Oh my God, sitting at that talent is more talent than you can shake a stick at!! I love many of these people!!!""",1,
3204,Nicki Goo Hard !,0,
3205,@MiiEnChiiCk c'mon gang!,0,
3206,doe gewoon langer,0,
3207,awesome!!!!!,1,
3208,"""Id love it if they were together in one post.Is there another way to have pictures uploaded to a blog, page or story content page with another image module that will upload from your computer.the one that comes with TinyMCE is ok if you have a URL but some people dont and it would be great to have the option to upload from thier computer.Im searching anyone have any input?""",1,
3209,Thank you. I'll give you my acceptance speech later!! LOL,1,
3210,"""Thanks for the video. Having just undergone my third surgery for a detached retina, it is great to see what the surgeon did to my eye. I am glad I saw it after the surgery and not before. L. Newton, Ph.D.""",1,
3211,I wonder if he also raped while on the run... if any women/girls will come forward in Europe?,-1,
3212,HA! Didn't know Rattle played timps. And rather well he plays them too! :D,1,
3213,@asbcondotel Thanks. You might like my latest video about gold.,1,
3214,hahahahahahahahhahahhahhahahahhahah lololololool that would be a sight!!!,1,
3215,"""Also, this is all just my opinion, I don't pretend to know facts lol ^_^;;""",1,
3216,6th cool! :),1,
3217,"""I agree. This is kind of silly. Yoga is fine, but for food allergies and digestion?""",1,
3218,"""Girl yah see yah batty ridah murda, yah mus fi wanna dj charge fa a deat!""",-1,
3219,i love the riddlers laugh HIFF HIFF HIFF HIFF HIFF HIFF,1,
3220,Oh and Good Luck I so hope you win!!!,1,
3221,La prostitution au pays est devenue toute une institution...Du president en passant par les soldats et fonctionaires impaye' jusqu'aux chegue'....c'est triste.,0,
3222,"""The song lacks the punch of Neil's quiet, ironic pronunciation. He should have sung it himself. Without him, it lacks conviction.""",-1,
3223,I know this is my second comment BUT WOWWWWWW the way u did the remix on this and the drums and music ... THIS IS JUST AWSOMEEEEEE....... cant stop watching and listing to this,1,
3224,Finest Kind!!!!!!!,0,
3225,lol then I was second :P,1,
3226,@gxd4b1 lmao no thumbs up,1,
3227,Would the plants have to be all in one pot/bucket? or that white bucket has dividers or something?,0,
3228,"""WHATs the fucking songhgbsdajk.n,. vlkncxs;nf g,its been haunting me ever since low end theory podcast 7 during his mix.""",-1,
3229,bravo....! esa es la respuesta que estaba esperando. Gracias Sr. Alejandro Toledo. nuestro proximo presidente. Aunque me encuentre lejos del peru pero sigo conectado a este por medio de mi negocito que empeze hace un ano de importaaciones de cafe. El peru tiene que seguir construyendose en la mejor via y por eso Usted es lo que el peru y todos los peruanos nos merecemos.....Arriba el Peru y arriba nuestro proximo presidente...,1,
3230,terrible music.,-1,
3231,hey FFF love ur music what hardware were using that night looks sick,1,
3232,"""Nice, I'm half Japanese but I've never been. But I'm planing on moving there to teach english communication after I get my degree.""",0,
3233,"""Drehot118,That was the point of his presenation. Critic Armond White was examining the art of this particular music video.""",-1,
3234,VERY nicely done!,1,
3235,"""@JASONNHENCHMENN """"guess the book 1984 has come true...the thought police are here""""""",1,
3236,DISTRICT 9?!!!!!!!!!!!!!!!!!!! omg that is one of the most HORRIBLE movies i have ever seen in my life the cinematography was horrible i felt like it didnt even feel like i was watching a movie the acting was bad and the plot was almost non existant,-1,
3237,jake you are the nuts. lov ya rob,0,
3238,thank you for this video it has helped my with a research paper,1,
3239,What the hell was that about?,-1,
3240,3:42 - 3:50 rockaby and keep still cause your driving me crazy. so funny,-1,
3241,@xxBlackpspxx that makes no sense,0,
3242,DEMCAD...could you please do a video on the vulnerability of the computers that control the North American electrical grid?,-1,
3243,Nice fly. Nice choice for your ring tone also!,1,
3244,This is one of the best trainings of Mr. Dean that I have ever seen. I really got some useful information out of this training.,1,
3245,"""Just came across this when looking up the entrants to encounters 2008, this is an absolutely brilliant animation!""",1,
3246,haha PEEWEE ^-^,1,
3247,"""By looking at this review video, I would get the Kingston over the Intel x25M because the Intel is only supreme at opening apps but if u look at the video. The difference between the Kingston V+ and the Intel is like 1s or less. But the write speed is just way faster than the Intel. Do you guys agree?""",1,
3248,Marlon's voice sure did change a lot. Michael's voice is just uber cuteness.,1,
3249,"""I love all the songs on this record but the production leaves alot of them sounding so flat and dead. Census and Headless Sky are fucking killer live, but so unimpressive on the album itself.""",-1,
3250,nice would you do a tutorial too? where you learn that BTW,1,
3251,Schiff for Senate. Buy gold through Europacific precious metals,1,
3252,omg P7'S i cant wait till barga like,1,
3253,thanks for this i had no idea you were a local,1,
3254,"""Just some constructive criticism, if your going to make a vido saying how to do a certain thing, don't say why it should be done, actually do it in the video.""",-1,
3255,@petros33ad I figure a diggit is a poster-boy Navy sailor.,0,
3256,these rituals of making a circle around burning wood branches was done at school.,-1,
3257,"""This is the song that made me take a second look @ Diana Krall. She has a classic voice. Awesome, thanks for sharing this video ;)""",1,
3258,@skillrob1000 lol lol u stupid rob !,-1,
3259,english alphabet=26 letterjapanese catolog of symbols= too manyHow can anyone remember all those symbols?,0,
3260,yeah i have slp 1 i need to take it back to him it acting up it was sitting for a while! just finally slap on my g force tranny! an it idling really bad need to go whit him to see whats wrong whit ! jp performance being their with Julio Perez!,-1,
3261,@TheUniquelyfreaky what you say is true too!:D. She can do the simplest of dance moves and still is able to captivate everyone. she is an amazing performer:D. But my favorite is Ji Hyun :]lol,1,
3262,"""you suck, ted.""",-1,
3263,So much chemistry between Nat & Liv even when they dont like each other. This shows how incredible a person Nat is to care for someone she doesnt like. I need to follow in her footsteps.,1,
3264,"""Bowen predicts US will have cell phone and I-voting soon. Young voters want it, public is ready to accept and trust it. But she has lingering concerns. How can cell phone voter be authenticated? Ex: thief has 100 stolen cell phones? At least VBM has signature to inspect. """,-1,
3265,the malah rules,0,
3266,Wow his voice made me hungry!,1,
3267,fuck i want to go to one of there shows soon,-1,
3268,emang enak?????,0,
3269,Kenya is a big shithole!,-1,
3270,wow this is kinda wierd,1,
3271,"""British Intelligence had a similar problem with what your saying. They began asking themselves """"wow this stuff is working too well.""""""",1,
3272,"""Thank you for posting this, one of the most beautiful hymns. Can you combine both parts into one video and upload? Sorry for asking this, but thanks.""",1,
3273,"""Or...you can hire copyright lawyers and try to secure rights to music, or pay to have someone score the indy film project (assuming like myself you have no personal musical talents, I could be wrong...)or try to kiss ass and get some wanker off craigslist to score it for you with his casio keyboard in his mom's basement. Cinescore does the same thing that putting an effective and inexpensive camera in the hands of a novice does...allows ANYONE to realize the dream of making an indy film.""",1,
3274,"""You do realize courts don't recognize sovereign citizenship, right? So when that creditor sues a sovereign, the court looks at that sovereign as a citizen of the United States, and accountable to its courts. So enjoy ignorance while it lasts.""",-1,
3275,"""in mt. the bugs have to start all over every spring, 93.f. today , no skeeters, a few bumblebees , honey bee""""s , the garden is thriving, we are more prepared than most . big broughaha brewing between county ,state authorities, and the feds. ,""""d.h.s. , border patrol , fusion center stuff, check out our org. lincoln county watch . org. Peace""",1,
3276,"""Javascript is actually an advanced object-oriented language that has a great deal of power. With libraries like YUI, Dojo or GWT, a developer can build rich applications that run in your browser. The goal is not to have flashier web pages, but to start developing applications in Javascript. For that reason, we can use all the speed we can get.""",1,
